time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452550000	4.25339	18.5301	4.85242	3.83599	-0.0747833	radar	0.995835	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.14265	18.3808	4.71855	3.88539	0.129177	lidar	1.48973	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.99999	18.2001	4.75156	4.13684	2.36586	radar	5.59293	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.6837	18.0576	5.02843	4.07423	1.84889	lidar	5.05813	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.54089	17.9003	4.88355	3.94916	-0.185535	radar	3.86051	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.24626	17.7637	5.04478	3.7772	-0.869567	lidar	1.33194	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.10221	17.567	5.04073	4.03287	1.42687	radar	2.4036	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.92638	17.4464	4.98869	4.07643	1.57907	lidar	7.33734	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.816	17.2299	4.98031	4.22398	2.10988	radar	0.949866	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.63254	17.0324	5.0661	4.22757	1.61897	lidar	0.727898	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.46531	16.8646	4.96396	4.02954	-0.525338	radar	1.82664	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25896	16.7238	4.98003	3.89385	-1.04551	lidar	0.740565	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.10589	16.509	5.03207	3.9997	-0.0156427	radar	4.27657	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.9314	16.2852	5.09369	4.0055	-0.036528	lidar	1.82111	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76566	16.1062	5.08697	3.99252	-0.0885855	radar	0.301809	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.52735	15.9555	5.15792	3.91926	-0.306823	lidar	1.50041	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.41446	15.7227	5.13719	4.17013	1.76699	radar	1.4146	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.2499	15.4902	5.21836	4.23435	1.6998	lidar	0.512759	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.10127	15.2958	5.15517	4.1487	0.218277	radar	1.70498	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.846055	15.0856	5.31887	4.00892	-0.515301	lidar	1.6072	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.713055	14.8971	5.27227	4.04714	-0.0930659	radar	1.77962	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.629299	14.6891	5.15966	4.08962	-0.0618502	lidar	0.903084	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.529074	14.4467	5.16559	4.26251	1.36813	radar	1.16906	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.350532	14.2148	5.27369	4.27104	1.16346	lidar	0.746991	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.24595	13.965	5.33624	4.41129	1.98698	radar	0.730691	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.330008	13.7054	5.175	4.69836	2.8357	lidar	1.62885	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.288049	13.4605	5.21809	4.73868	2.263	radar	0.832537	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	0.00369153	13.231	5.19792	4.33995	-0.188051	lidar	4.47927	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.093604	13.007	5.20852	4.34289	0.00254231	radar	0.464933	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.0691093	12.793	5.08797	4.46985	0.415349	lidar	2.16132	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.225002	12.5657	5.1174	4.28873	-0.777865	radar	2.49243	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.420305	12.3591	5.17659	4.109	-1.40221	lidar	0.366961	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.529787	12.14	5.17554	4.27427	0.49743	radar	3.75313	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.61505	11.9294	5.11482	4.30857	0.51921	lidar	0.715328	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.762033	11.6961	5.18583	4.30051	0.497685	radar	2.30386	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-1.00479	11.4532	5.37382	4.16415	-0.201162	lidar	2.4615	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.1082	11.2179	5.35784	4.19739	-0.0730281	radar	1.28227	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.30227	10.9962	5.42826	4.14798	-0.143063	lidar	0.727778	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.38572	10.7504	5.40504	4.34793	1.60668	radar	0.974085	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.48356	10.4829	5.44394	4.42199	1.57863	lidar	0.23063	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.56603	10.2209	5.45053	4.44864	1.10377	radar	0.530913	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.61647	10.0102	5.35728	4.50993	1.1425	lidar	2.7739	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.69258	9.78323	5.28323	4.42932	0.0166437	radar	0.955064	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.74482	9.56886	5.21387	4.44626	0.0689961	lidar	1.14255	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.85715	9.31483	5.30746	4.48048	0.760038	radar	2.60323	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.93432	9.01001	5.41355	4.50308	0.679333	lidar	3.10235	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.01813	8.78712	5.34328	4.38763	-0.531192	radar	1.89405	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.14143	8.53994	5.37801	4.31934	-0.692095	lidar	0.111607	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.27946	8.2779	5.46832	4.37044	0.385473	radar	2.83337	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.30652	8.05057	5.35445	4.42555	0.419923	lidar	1.18328	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.35503	7.84377	5.2405	4.42412	0.113907	radar	5.91559	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49332	7.58995	5.32146	4.37029	-0.107167	lidar	0.776074	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.67744	7.34044	5.43318	4.25195	-0.572661	radar	3.2944	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.80177	7.09476	5.44525	4.22468	-0.562951	lidar	0.0515205	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.85373	6.86369	5.35482	4.39118	1.03017	radar	2.33682	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.86467	6.6671	5.16555	4.46455	1.02359	lidar	3.29806	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90118	6.45096	5.02373	4.36244	-0.757893	radar	3.24021	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.96254	6.22603	4.97509	4.35218	-0.626146	lidar	0.24174	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.08265	5.97451	5.08158	4.42338	0.673024	radar	4.0857	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.1693	5.69135	5.17752	4.45005	0.658768	lidar	1.43922	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.275	5.43787	5.21011	4.32874	-0.777667	radar	1.31175	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39696	5.1791	5.27419	4.27855	-0.806318	lidar	0.392356	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45769	4.93581	5.237	4.41111	0.703504	radar	0.534183	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.57639	4.64486	5.37316	4.43684	0.754878	lidar	1.75053	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.67106	4.38991	5.3708	4.31829	-0.886506	radar	1.40885	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.83438	4.1157	5.5036	4.24492	-0.99299	lidar	1.96736	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.91268	3.87963	5.43648	4.38148	0.84317	radar	1.69057	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96893	3.65335	5.3372	4.42297	0.789035	lidar	1.02025	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.05	3.46439	5.18813	4.32756	-0.571842	radar	4.24398	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15093	3.22494	5.19159	4.29902	-0.572293	lidar	0.00157578	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.26024	2.97001	5.24361	4.30453	-0.20511	radar	0.388562	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36239	2.69166	5.32307	4.3067	-0.149626	lidar	1.20107	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45246	2.44205	5.32654	4.35656	0.424958	radar	0.152191	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.5552	2.16829	5.39669	4.38018	0.438927	lidar	0.51793	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.64579	1.95273	5.30477	4.26055	-1.11972	radar	2.60128	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.78585	1.67463	5.42682	4.21155	-1.08147	lidar	1.51354	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.90383	1.43077	5.42554	4.25639	-0.0146893	radar	0.325263	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96723	1.21142	5.30559	4.25987	-0.0616953	lidar	5.05028	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06516	1.00447	5.22096	4.29801	0.482733	radar	0.875878	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11856	0.776687	5.14097	4.33356	0.50454	lidar	3.78319	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.2129	0.462707	5.32386	4.29206	-0.599217	radar	5.78371	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29285	0.227556	5.27819	4.27172	-0.579447	lidar	1.56532	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.409	-0.012057	5.28281	4.34951	0.704625	radar	5.46677	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46638	-0.252363	5.23955	4.39437	0.727457	lidar	1.54555	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58968	-0.400724	5.04882	4.26796	-0.517792	radar	3.54217	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.73249	-0.56876	4.9449	4.20809	-0.578319	lidar	1.81233	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84251	-0.781019	4.95153	4.11357	-1.42092	radar	3.49231	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.95571	-1.07207	5.12628	4.12082	-1.06863	lidar	2.90172	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.04102	-1.36713	5.24239	4.25019	0.208403	radar	3.85971	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.18397	-1.56256	5.18254	4.21383	0.0209125	lidar	0.680139	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.33251	-1.77143	5.19405	4.05027	-1.60393	radar	1.16246	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.45591	-2.0354	5.29829	4.03175	-1.45235	lidar	1.5728	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.61653	-2.21661	5.18938	4.114	0.382192	radar	3.08667	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.76327	-2.43153	5.19786	4.12997	0.365382	lidar	0.0571627	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.93175	-2.62409	5.19579	4.06327	-0.224469	radar	0.644517	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.99607	-2.95653	5.36885	4.19407	0.160135	lidar	4.24499	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.12442	-3.18903	5.37794	4.19934	0.108878	radar	0.0189008	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.24087	-3.38175	5.29164	4.18928	0.0748153	lidar	1.52391	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.38362	-3.64637	5.38969	4.16743	-0.306047	radar	4.38654	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.56174	-3.7422	5.15892	4.03974	-0.693439	lidar	4.37717	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.71259	-3.93931	5.16608	3.99703	-0.851439	radar	0.473786	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.85366	-4.19686	5.26988	4.04554	-0.437509	lidar	0.766083	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-8.00645	-4.41741	5.30749	4.04495	-0.382974	radar	0.412774	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.15147	-4.68509	5.40756	4.09823	-0.103007	lidar	1.08551	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27818	-4.91556	5.39178	4.2115	0.887036	radar	0.598555	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.38678	-5.14402	5.37336	4.26389	0.931407	lidar	0.21751	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54545	-5.30423	5.27168	4.19872	0.485862	radar	3.38347	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74004	-5.49193	5.23999	4.15888	0.378851	lidar	1.88646	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89841	-5.69639	5.24177	4.10572	-0.158538	radar	0.308797	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05831	-5.87011	5.18007	4.05802	-0.321832	lidar	0.326339	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.20133	-6.01859	5.05705	4.05111	-0.0271168	radar	5.53699	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.41458	-6.0563	4.83375	3.83607	-0.948886	lidar	4.21535	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.60787	-6.22027	4.91494	3.77974	-1.08656	radar	1.06085	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.6845	-6.50233	4.98083	4.05152	0.430672	lidar	0.968382	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.99219	-6.54212	5.01482	3.60329	-2.01103	radar	5.98268	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1812	-6.73587	5.10803	3.64246	-1.45906	lidar	0.869704	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3851	-6.88182	5.17058	3.67509	-0.744372	radar	0.989506	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5838	-7.11957	5.25237	3.81146	-0.00504802	lidar	3.52476	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.8417	-7.18458	5.31381	3.58252	-1.20902	radar	1.45445	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.0407	-7.42167	5.40922	3.75892	-0.0991628	lidar	3.18944	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.2388	-7.54952	5.38639	3.73457	-0.189829	radar	1.1278	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.32	-7.7742	5.29773	3.97055	0.896	lidar	3.4821	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5312	-7.87698	5.27835	3.82801	-0.0526419	radar	1.90857	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7091	-7.96876	5.16676	3.7636	-0.30013	lidar	3.00448	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9145	-8.06499	5.07383	3.67784	-0.612007	radar	0.587975	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1283	-8.13147	5.04293	3.56134	-1.00599	lidar	0.213435	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3162	-8.3322	5.1701	3.85181	1.15017	radar	2.21047	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5261	-8.39489	5.12834	3.77631	0.712601	lidar	1.72785	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7132	-8.51253	5.06576	3.80124	0.751719	radar	0.838229	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.05	-8.54079	5.1695	3.50762	-0.662512	lidar	4.23667	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2904	-8.66736	5.27927	3.62164	0.43631	radar	2.55823	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5156	-8.70488	5.22786	3.54014	0.0223641	lidar	1.92307	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.761	-8.69946	5.1535	3.31511	-1.29983	radar	2.35201	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9416	-8.89345	5.11873	3.53967	-0.0369662	lidar	1.15267	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1774	-9.037	5.24018	3.7139	1.25542	radar	1.73148	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.3893	-9.16781	5.26134	3.75936	1.16583	lidar	0.0998958	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.5633	-9.33244	5.21873	3.88294	1.53982	radar	0.104634	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9814	-9.15959	5.20125	3.26556	-1.4042	lidar	3.52495	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.2225	-9.2641	5.28312	3.37899	-0.364186	radar	3.96303	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4883	-9.39621	5.34537	3.42338	-0.18133	lidar	3.42291	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.7486	-9.39714	5.30351	3.1913	-1.87688	radar	1.24276	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9913	-9.4932	5.28292	3.25331	-1.13693	lidar	1.30019	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2575	-9.48427	5.32194	3.1831	-0.998611	radar	1.70921	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.5114	-9.4438	5.31907	3.08937	-1.11289	lidar	0.755454	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.7364	-9.42702	5.26241	3.08366	-0.627503	radar	5.58685	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-17.0189	-9.40338	5.30894	3.04802	-0.631248	lidar	0.52205	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2713	-9.47014	5.26308	3.17418	0.315325	radar	7.71324	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.5229	-9.51758	5.22975	3.21926	0.380985	lidar	0.256126	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7869	-9.49835	5.21668	3.07931	-1.01668	radar	1.48212	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-18.0317	-9.45748	5.20904	3.0074	-1.12018	lidar	0.256766	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.28	-9.41903	5.21427	2.98494	-0.802392	radar	0.222373	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4546	-9.50188	4.98998	3.03684	-0.72161	lidar	3.17945	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6848	-9.49764	4.96864	3.11365	0.305709	radar	1.8479	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9324	-9.49896	4.96924	3.1346	0.318072	lidar	0.041841	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1533	-9.46987	4.94256	3.11649	0.173173	radar	4.33746	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.4189	-9.30052	5.07309	2.93738	-0.568182	lidar	3.78845	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6568	-9.2203	5.0858	2.86845	-0.760962	radar	0.616124	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.9098	-9.07008	5.16275	2.77311	-0.840486	lidar	0.899378	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1534	-8.95241	5.20102	2.79722	0.0179755	radar	4.81874	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2898	-9.174	4.74689	2.95363	0.00398931	lidar	15.0989	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5204	-9.1504	4.73246	2.96998	0.0414369	radar	1.15251	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7495	-9.03597	4.7951	2.90296	-0.224536	lidar	1.40366	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9933	-8.95864	4.8391	2.8415	-0.618238	radar	2.29554	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1844	-8.8858	4.77486	2.80759	-0.646598	lidar	1.51869	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4192	-8.80572	4.80309	2.7742	-0.698372	radar	1.62871	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6019	-8.79084	4.66254	2.786	-0.646841	lidar	1.16332	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.801	-8.6436	4.69617	2.61118	-1.68418	radar	4.27185	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9895	-8.54014	4.65893	2.5419	-1.65809	lidar	0.0812177	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1982	-8.43701	4.65223	2.70352	0.627968	radar	2.73582	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4404	-8.33473	4.71378	2.73651	0.622721	lidar	1.12393	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6279	-8.23142	4.65585	2.63481	-0.698388	radar	1.14903	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8807	-7.93058	4.9757	2.4592	-1.25417	lidar	5.82784	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0784	-7.79121	4.97087	2.42127	-1.1901	radar	1.82233	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.3007	-7.59061	5.07727	2.36161	-1.1268	lidar	1.7832	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.5005	-7.42713	5.08878	2.48707	0.756338	radar	1.23661	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6705	-7.31449	4.98183	2.53171	0.762243	lidar	1.11473	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8604	-7.14897	4.98198	2.44682	-0.463666	radar	1.02673	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.017	-7.09573	4.77132	2.48612	-0.210331	lidar	2.4034	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1878	-6.90975	4.80955	2.36472	-1.13656	radar	2.01165	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3475	-6.6252	4.98409	2.24351	-1.25436	lidar	2.93062	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
